08/03/11 20:47:53   03:47:53:311     ==> DLL started
08/03/11 22:31:07   05:31:07:311     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:311     data len=4 [0 60]
08/03/11 22:31:07   05:31:07:311    GetResults=0
08/03/11 22:31:07   05:31:07:311    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x09 ACKS P]
08/03/11 22:31:07   05:31:07:358     GetResults.prx[00 90 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:358     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:358    GetResults=0
08/03/11 22:31:07   05:31:07:358    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:07   05:31:07:405     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:405     data len=4 [0 26]
08/03/11 22:31:07   05:31:07:405    GetResults=0
08/03/11 22:31:07   05:31:07:405    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0B ACKS P]
08/03/11 22:31:07   05:31:07:452     GetResults.prx[00 90 00 0b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:452     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:452    GetResults=0
08/03/11 22:31:07   05:31:07:452    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:07   05:31:07:499     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:499     data len=3 [0 2]
08/03/11 22:31:07   05:31:07:499    GetResults=0
08/03/11 22:31:07   05:31:07:499    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0D ACKS P]
08/03/11 22:31:07   05:31:07:546     GetResults.prx[00 90 00 0d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:546     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:546    GetResults=0
08/03/11 22:31:07   05:31:07:546    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:07   05:31:07:592     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:592     data len=5 [0 246]
08/03/11 22:31:07   05:31:07:592    GetResults=0
08/03/11 22:31:07   05:31:07:592    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0F ACKS P]
08/03/11 22:31:07   05:31:07:639     GetResults.prx[00 90 00 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:639     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:639    GetResults=0
08/03/11 22:31:07   05:31:07:639    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]

08/03/11 22:31:07   05:31:07:686     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:686     data len=4 [0 60]
08/03/11 22:31:07   05:31:07:686    GetResults=0
08/03/11 22:31:07   05:31:07:702    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x11 ACKS P]
08/03/11 22:31:07   05:31:07:749     GetResults.prx[00 90 00 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:749     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:749    GetResults=0
08/03/11 22:31:07   05:31:07:749    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:07   05:31:07:796     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:796     data len=4 [0 25]
08/03/11 22:31:07   05:31:07:796    GetResults=0
08/03/11 22:31:07   05:31:07:827    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x13 ACKS P]
08/03/11 22:31:07   05:31:07:874     GetResults.prx[00 90 00 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:874     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:874    GetResults=0
08/03/11 22:31:07   05:31:07:874    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:07   05:31:07:889     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:889     data len=3 [0 2]
08/03/11 22:31:07   05:31:07:889    GetResults=0
08/03/11 22:31:07   05:31:07:889    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x15 ACKS P]
08/03/11 22:31:07   05:31:07:921     GetResults.prx[00 90 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:921     data len=3 [0 0]
08/03/11 22:31:07   05:31:07:921    GetResults=0
08/03/11 22:31:07   05:31:07:921    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:07   05:31:07:967     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:07   05:31:07:967     data len=5 [0 246]
08/03/11 22:31:07   05:31:07:967    GetResults=0
08/03/11 22:31:07   05:31:07:967    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x17 ACKS P]
08/03/11 22:31:08   05:31:08:014     GetResults.prx[00 90 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:014     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:014    GetResults=0
08/03/11 22:31:08   05:31:08:014    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:061     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:061     data len=4 [0 60]
08/03/11 22:31:08   05:31:08:061    GetResults=0
08/03/11 22:31:08   05:31:08:061    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x19 ACKS P]
08/03/11 22:31:08   05:31:08:108     GetResults.prx[00 90 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:108     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:108    GetResults=0
08/03/11 22:31:08   05:31:08:108    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:155     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:155     data len=4 [0 25]
08/03/11 22:31:08   05:31:08:155    GetResults=0
08/03/11 22:31:08   05:31:08:155    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1B ACKS P]
08/03/11 22:31:08   05:31:08:202     GetResults.prx[00 90 00 1b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:202     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:202    GetResults=0
08/03/11 22:31:08   05:31:08:202    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:249     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:249     data len=3 [0 2]
08/03/11 22:31:08   05:31:08:249    GetResults=0
08/03/11 22:31:08   05:31:08:249    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1D ACKS P]
08/03/11 22:31:08   05:31:08:296     GetResults.prx[00 90 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:296     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:296    GetResults=0
08/03/11 22:31:08   05:31:08:296    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:342     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:342     data len=5 [0 246]
08/03/11 22:31:08   05:31:08:342    GetResults=0
08/03/11 22:31:08   05:31:08:342    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1F ACKS P]
08/03/11 22:31:08   05:31:08:389     GetResults.prx[00 90 00 1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:389     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:389    GetResults=0
08/03/11 22:31:08   05:31:08:389    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:436     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:436     data len=4 [0 60]
08/03/11 22:31:08   05:31:08:436    GetResults=0
08/03/11 22:31:08   05:31:08:686    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x01 ACKS P]
08/03/11 22:31:08   05:31:08:733     GetResults.prx[00 90 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:733     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:733    GetResults=0
08/03/11 22:31:08   05:31:08:733    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:780     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:780     data len=4 [0 26]
08/03/11 22:31:08   05:31:08:780    GetResults=0
08/03/11 22:31:08   05:31:08:780    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x03 ACKS P]
08/03/11 22:31:08   05:31:08:827     GetResults.prx[00 90 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:827     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:827    GetResults=0
08/03/11 22:31:08   05:31:08:827    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:874     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:874     data len=3 [0 2]
08/03/11 22:31:08   05:31:08:874    GetResults=0
08/03/11 22:31:08   05:31:08:874    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x05 ACKS P]
08/03/11 22:31:08   05:31:08:921     GetResults.prx[00 90 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:921     data len=3 [0 0]
08/03/11 22:31:08   05:31:08:921    GetResults=0
08/03/11 22:31:08   05:31:08:921    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:08   05:31:08:967     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:08   05:31:08:967     data len=5 [0 246]
08/03/11 22:31:08   05:31:08:967    GetResults=0
08/03/11 22:31:08   05:31:08:967    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x07 ACKS P]
08/03/11 22:31:09   05:31:09:014     GetResults.prx[00 90 00 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:014     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:014    GetResults=0
08/03/11 22:31:09   05:31:09:014    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:061     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:061     data len=4 [0 60]
08/03/11 22:31:09   05:31:09:061    GetResults=0
08/03/11 22:31:09   05:31:09:061    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x09 ACKS P]
08/03/11 22:31:09   05:31:09:108     GetResults.prx[00 90 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]

08/03/11 22:31:09   05:31:09:108     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:108    GetResults=0
08/03/11 22:31:09   05:31:09:108    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:155     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:155     data len=4 [0 26]
08/03/11 22:31:09   05:31:09:155    GetResults=0
08/03/11 22:31:09   05:31:09:186    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0B ACKS P]
08/03/11 22:31:09   05:31:09:233     GetResults.prx[00 90 00 0b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:233     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:233    GetResults=0
08/03/11 22:31:09   05:31:09:249    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:296     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:296     data len=3 [0 2]
08/03/11 22:31:09   05:31:09:296    GetResults=0
08/03/11 22:31:09   05:31:09:296    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0D ACKS P]
08/03/11 22:31:09   05:31:09:342     GetResults.prx[00 90 00 0d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:342     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:342    GetResults=0
08/03/11 22:31:09   05:31:09:342    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:389     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:389     data len=5 [0 246]
08/03/11 22:31:09   05:31:09:389    GetResults=0
08/03/11 22:31:09   05:31:09:389    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x0F ACKS P]
08/03/11 22:31:09   05:31:09:436     GetResults.prx[00 90 00 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:436     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:436    GetResults=0
08/03/11 22:31:09   05:31:09:436    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:483     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:483     data len=4 [0 60]
08/03/11 22:31:09   05:31:09:483    GetResults=0
08/03/11 22:31:09   05:31:09:483    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x11 ACKS P]
08/03/11 22:31:09   05:31:09:530     GetResults.prx[00 90 00 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:530     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:530    GetResults=0
08/03/11 22:31:09   05:31:09:530    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:577     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:577     data len=4 [0 25]
08/03/11 22:31:09   05:31:09:577    GetResults=0
08/03/11 22:31:09   05:31:09:577    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x13 ACKS P]
08/03/11 22:31:09   05:31:09:624     GetResults.prx[00 90 00 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:624     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:624    GetResults=0
08/03/11 22:31:09   05:31:09:624    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:671     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:671     data len=3 [0 2]
08/03/11 22:31:09   05:31:09:671    GetResults=0
08/03/11 22:31:09   05:31:09:671    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x15 ACKS P]
08/03/11 22:31:09   05:31:09:717     GetResults.prx[00 90 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:717     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:717    GetResults=0
08/03/11 22:31:09   05:31:09:717    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:764     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:764     data len=5 [0 246]
08/03/11 22:31:09   05:31:09:764    GetResults=0
08/03/11 22:31:09   05:31:09:764    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x17 ACKS P]
08/03/11 22:31:09   05:31:09:811     GetResults.prx[00 90 00 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:811     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:811    GetResults=0
08/03/11 22:31:09   05:31:09:811    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:858     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:858     data len=4 [0 60]
08/03/11 22:31:09   05:31:09:858    GetResults=0
08/03/11 22:31:09   05:31:09:858    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x19 ACKS P]
08/03/11 22:31:09   05:31:09:905     GetResults.prx[00 90 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:905     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:905    GetResults=0
08/03/11 22:31:09   05:31:09:905    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:09   05:31:09:936     GetResults.prx[00 91 00 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:936     data len=4 [0 25]
08/03/11 22:31:09   05:31:09:936    GetResults=0
08/03/11 22:31:09   05:31:09:936    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1B ACKS P]
08/03/11 22:31:09   05:31:09:983     GetResults.prx[00 90 00 1b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:09   05:31:09:983     data len=3 [0 0]
08/03/11 22:31:09   05:31:09:983    GetResults=0
08/03/11 22:31:09   05:31:09:983    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:10   05:31:10:030     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:030     data len=3 [0 2]
08/03/11 22:31:10   05:31:10:030    GetResults=0
08/03/11 22:31:10   05:31:10:030    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1D ACKS P]
08/03/11 22:31:10   05:31:10:077     GetResults.prx[00 90 00 1d 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:077     data len=3 [0 0]
08/03/11 22:31:10   05:31:10:077    GetResults=0
08/03/11 22:31:10   05:31:10:077    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:10   05:31:10:124     GetResults.prx[00 91 00 f6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:124     data len=5 [0 246]
08/03/11 22:31:10   05:31:10:124    GetResults=0
08/03/11 22:31:10   05:31:10:124    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x1F ACKS P]
08/03/11 22:31:10   05:31:10:171     GetResults.prx[00 90 00 1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:171     data len=3 [0 0]
08/03/11 22:31:10   05:31:10:171    GetResults=0
08/03/11 22:31:10   05:31:10:171    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:10   05:31:10:233     GetResults.prx[00 91 00 3c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:233     data len=4 [0 60]
08/03/11 22:31:10   05:31:10:233    GetResults=0
08/03/11 22:31:10   05:31:10:514    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x01 ACKS P]
08/03/11 22:31:10   05:31:10:561     GetResults.prx[00 90 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:561     data len=3 [0 0]
08/03/11 22:31:10   05:31:10:561    GetResults=0
08/03/11 22:31:10   05:31:10:561    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:10   05:31:10:608     GetResults.prx[00 91 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:608     data len=4 [0 26]
08/03/11 22:31:10   05:31:10:608    GetResults=0

08/03/11 22:31:10   05:31:10:608    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x03 ACKS P]
08/03/11 22:31:10   05:31:10:655     GetResults.prx[00 90 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:655     data len=3 [0 0]
08/03/11 22:31:10   05:31:10:655    GetResults=0
08/03/11 22:31:10   05:31:10:655    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x91 ACKS R P]
08/03/11 22:31:10   05:31:10:702     GetResults.prx[00 91 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01]
08/03/11 22:31:10   05:31:10:702     data len=3 [0 2]
08/03/11 22:31:10   05:31:10:702    GetResults=0
08/03/11 22:31:10   05:31:10:764    RunMnemoCmdAdr=0, adr:0x2F90/12176 cmd:[I2C CH1 S 0x90 ACKS 0x05 ACKS P]
